local_id,source_key,title,authors,first_author,year,doi,pmid,pmcid,arxiv,venue,volume,issue,pages,publisher,lang,url,confidence,status,provenance,last_checked,parents,abstract,keywords,open_access,doc_type,hit_openalex,hit_crossref,hit_semanticscholar,match_strategy,winner_source,field_sources,filled_by_source_counts,resolver_notes,el_outcome,el_failed_ids,el_missing_ids,el_met_ids,el_uncertain_ids,el_evidence_json,el_reason_summary
A074,101080107490392012755205,Locating Social and Emotional Learning in Schooled Environments: A Vygotskian Perspective on Learning as Unified,Jennifer A. Vadeboncoeur; Rebecca J. Collie,Jennifer A. Vadeboncoeur,2012.0,10.1080/10749039.2012.755205,,,,"Mind, Culture, and Activity",20,3,201-225,Informa UK Limited,en,https://doi.org/10.1080/10749039.2012.755205,0.9,resolved,openalex,2026-08-16T22:29:46Z,X002,"This article contributes to the emerging literature on social and emotional learning (SEL) from a Vygotskian perspective. A critical perspective on SEL in the context of schooling in the United States situates current interest in SEL programs. Vygotsky's foundational work from the 1920s and 1930s is used to clarify learning as unified, and the concept of feeling is elaborated with literature relevant to learning in school environments and across the life course. Potential next steps for research are noted, in particular given the unity of speech, thinking, and feeling and the literature on the role of social speech and dialogue in learning and development.",Psychology; Feeling; Perspective (graphical); Intellect; Context (archaeology); Privilege (computing); Cognition; Cognitive science; Epistemology; Social psychology; Biology; Computer security,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X002.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A447,101016jbiopsych201105029,Neural Changes Associated with Treatment Outcome in Children with Externalizing Problems,Steven Woltering; Isabela Granic; Connie Lamm; Marc D. Lewis,Steven Woltering,2011.0,10.1016/j.biopsych.2011.05.029,https://pubmed.ncbi.nlm.nih.gov/21741030,,,Biological Psychiatry,70,9,873-879,Elsevier BV,en,https://doi.org/10.1016/j.biopsych.2011.05.029,0.9,resolved,openalex,2026-08-16T22:34:10Z,X013,"The current thesis directly investigated whether changes in the neural correlates of self-regulation (SR) are associated with the effectiveness of treatment for children’s externalizing problems. In order to test this, seventy-one children 8–12 years of age with clinical levels of externalizing behaviour and their parents completed a 12-week cognitive behavioural therapy program (12 sessions) with a parent management training component that was aimed at improving SR. Electroencephalogram (EEG) correlates of SR were evaluated before and after treatment with a go/no-go task requiring inhibitory control on the children. Results showed that event-related potential (ERP) correlates of SR, such as the frontal N2 and frontal P3 event-related potential magnitudes, differed between the clinical sample and a matched comparison group before treatment: the clinical sample had larger N2 magnitudes and smaller frontal P3 magnitudes. Children who showed improvement (45%) with treatment demonstrated a decrease in the magnitude of the N2 in comparison with children who did not improve. For improvers only, source analysis during the time period of the N2 modeled activation decreases in dorsomedial and ventromedial prefrontal cortex as well as the anterior medial temporal lobe. A decrease in N2 magnitudes and corresponding reductions in source activation, in children who improved with treatment, might reflect improved efficiency in the neural mechanisms of SR. These findings may be important steps toward a better identification of neural markers of SR and a better understanding of the mechanisms of treatment efficacy.",Prefrontal cortex; Frontal lobe; Psychology; Cognition; Temporal lobe; Neural correlates of consciousness; Audiology; Clinical psychology; Medicine; Epilepsy; Neuroscience,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'abstract': 'unpaywall'}","{'crossref': 7, 'unpaywall': 1}","X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR; abstract:UN | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A448,101017s0954579407070228,Neurophysiological mechanisms of emotion regulation for subtypes of externalizing children,Jim Stieben; Marc D. Lewis; Isabela Granic; Philip David Zelazo; Sidney J. Segalowitz; Debra Pepler,Jim Stieben,2007.0,10.1017/s0954579407070228,https://pubmed.ncbi.nlm.nih.gov/17459179,,,Development and Psychopathology,19,02,,Cambridge University Press (CUP),en,https://doi.org/10.1017/s0954579407070228,0.9,resolved,openalex,2026-08-16T22:34:13Z,X013,"Children referred for externalizing behavior problems may not represent a homogeneous population. Our objective was to assess neural mechanisms of emotion regulation that might distinguish subtypes of externalizing children from each other and from their normal age mates. Children with pure externalizing (EXT) problems were compared with children comorbid for externalizing and internalizing (MIXED) problems and with age-matched controls. Only boys were included in the analysis because so few girls were referred for treatment. We used a go/no-go task with a negative emotion induction, and we examined dense-array EEG data together with behavioral measures of performance. We investigated two event-related potential (ERP) components tapping inhibitory control or self-monitoring—the inhibitory N2 and error-related negativity (ERN)—and we constructed source models estimating their cortical generators. The MIXED children's N2s increased in response to the emotion induction, resulting in greater amplitudes than EXT children in the following trial block. ERN amplitudes were greatest for control children and smallest for EXT children with MIXED children in between, but only prior to the emotion induction. These results were paralleled by behavioral differences in response time and performance monitoring. ERP activity was localized to cortical sources suggestive of the dorsal anterior cingulate for control children, posterior cingulate areas for the EXT children, and both posterior cingulate and ventral cingulate/prefrontal regions for the MIXED children. These findings highlight different mechanisms of self-regulation underlying externalizing subtypes and point toward distinct developmental pathways and treatment strategies.We gratefully acknowledge the financial support provided by Grant 1 R21 MH67357-01 from the Developmental Psychopathology and Prevention Research branch of the National Institute of Mental Health (NIMH), as well as support from the Canadian Institutes for Health Research (CIHR). We are also grateful for support provided (to P.D.Z.) by the Canadian Foundation for Innovation.",Psychology; Developmental psychology; Neurophysiology; Cognitive psychology; Clinical psychology; Neuroscience,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A450,101016jbiopsych200602028,Longitudinal Stability of the CBCL-Juvenile Bipolar Disorder Phenotype: A Study in Dutch Twins,Dorret I. Boomsma; Irene Rebollo; Eske M. Derks; Toos C.E.M. van Beijsterveldt; Robert R. Althoff; David C. Rettew; James J. Hudziak,Dorret I. Boomsma,2006.0,10.1016/j.biopsych.2006.02.028,https://pubmed.ncbi.nlm.nih.gov/16735031,,,Biological Psychiatry,60,9,912-920,Elsevier BV,en,https://doi.org/10.1016/j.biopsych.2006.02.028,0.9,resolved,openalex,2026-08-16T22:34:13Z,X013,,CBCL; Child Behavior Checklist; Heritability; Phenotype; Population; Psychology; Biology; Genetics; Developmental psychology; Medicine; Environmental health; Gene,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A451,101016jbiopsycho200907003,Heart rate and skin conductance in four-year-old children with aggressive behavior,Jocelyne A. Posthumus; K.B.E. Böcker; Maartje Raaijmakers; Hermán van Engeland; Walter Matthys,Jocelyne A. Posthumus,2009.0,10.1016/j.biopsycho.2009.07.003,https://pubmed.ncbi.nlm.nih.gov/19596046,,,Biological Psychology,82,2,164-168,Elsevier BV,en,https://doi.org/10.1016/j.biopsycho.2009.07.003,0.9,resolved,openalex,2026-08-16T22:34:16Z,X013,,Skin conductance; Heart rate; Psychology; Developmental psychology; Medicine; Clinical psychology; Pediatrics; Cardiology; Internal medicine; Blood pressure; Biomedical engineering,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A452,101007s0078701507905,Variability in emotional/behavioral problems in boys with oppositional defiant disorder or conduct disorder: the role of arousal,Jantiene Schoorl; Sophie van Rijn; Minet de Wied; Stephanie H.M. van Goozen; Hanna Swaab,Jantiene Schoorl,2015.0,10.1007/s00787-015-0790-5,https://pubmed.ncbi.nlm.nih.gov/26608403,,,European Child &amp; Adolescent Psychiatry,25,8,821-830,Springer Science and Business Media LLC,en,https://doi.org/10.1007/s00787-015-0790-5,0.9,resolved,openalex,2026-08-16T22:34:17Z,X013,"It is often reported that children with oppositional defiant disorder (ODD) or conduct disorder (CD) are under-aroused. However, the evidence is mixed, with some children with ODD/CD displaying high arousal. This has led to the hypothesis that different profiles of arousal dysfunction may exist within children with ODD/CD. This knowledge could explain variability within children with ODD/CD, both in terms of specific types of aggression as well as comorbid symptoms (e.g., other emotional/behavioral problems). We measured heart rate variability (HRV), heart rate (HR) and skin conductance level (SCL) during rest and stress, and obtained parent and teacher reports of aggression, anxiety, attention problems and autism traits in a sample of 66 ODD/CD and 36 non-clinical boys (aged 8-12 years). The ODD/CD group scored significantly higher on aggression, anxiety, attention problems and autism traits than the controls; boys with ODD/CD also had higher resting HRs than controls, but HR stress, HRV and SCL did not differ. Hierarchical regressions showed different physiological profiles in subgroups of boys with ODD/CD based on their type of aggression; a pattern of high baseline HR and SCL, but low stress HRV was related to reactive aggression, whereas the opposite physiological pattern (low HR, low stress SCL, high stress HRV) was related to proactive aggression. Furthermore, high stress SCL was related to anxiety symptoms, whereas low stress SCL was related to attention problems. These findings are important because they indicate heterogeneity within boys with ODD/CD and highlight the importance of using physiology to differentiate boys with different ODD/CD subtypes.",Aggression; Psychology; Arousal; Anxiety; Conduct disorder; Heart rate variability; Autism; Clinical psychology; Developmental psychology; Heart rate; Psychiatry; Internal medicine,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A456,101093acrefore9780199975839013104,Diagnostic and Statistical Manual of Mental Disorders,Janet B. W. Williams; Michael B. First,Janet B. W. Williams,2013.0,10.1093/acrefore/9780199975839.013.104,,,,Encyclopedia of Social Work,,,,"Oxford University PressNew York, NY",en,https://doi.org/10.1093/acrefore/9780199975839.013.104,0.9,resolved,openalex,2026-08-16T22:34:19Z,X013,"Abstract The fifth edition of the Diagnostic and Statistical Manual of Mental Disorders of the American Psychiatric Association is referred to as DSM-5™. DSM-5’s early predecessor, DSM-III, differed considerably from the first two editions. Its innovative incorporation of specified diagnostic criteria had a major impact on the field of mental health. In DSM-5, these criteria have been further updated to reflect the important gains in our understanding of mental disorders.",Mental health; Psychiatry; Classification of mental disorders; Psychology; Diagnostic Classification of Mental Health and Developmental Disorders of Infancy and Early Childhood; Prevalence of mental disorders,False,other,True,True,False,doi,,"{'venue': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 4},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A458,101017s0954579417000955,Normative development of the Child Behavior Checklist Dysregulation Profile from early childhood to adolescence: Associations with personality pathology,Marike H. F. Deutz; Helen G. M. Vossen; Amaranta D. de Haan; Maja Deković; Anneloes L. van Baar; Peter Prinzie,Marike H. F. Deutz,2017.0,10.1017/s0954579417000955,https://pubmed.ncbi.nlm.nih.gov/28633688,,,Development and Psychopathology,30,2,437-447,Cambridge University Press (CUP),en,https://doi.org/10.1017/s0954579417000955,0.9,resolved,openalex,2026-08-16T22:34:21Z,X013,"The Dysregulation Profile (DP) is a broad indicator of concurrent affective, behavioral, and cognitive dysregulation, often measured with the anxious/depressed, aggressive behavior, and attention problems syndrome scales of the Child Behavior Checklist. Despite an expanding body of research on the DP, knowledge of the normative developmental course of the DP from early childhood to adolescence is lacking. Furthermore, although we know that the DP longitudinally predicts personality pathology, no research yet has examined whether next to the DP in early childhood, the rate of change of the DP across development predicts personality pathology. Therefore, using cohort-sequential latent growth modeling in a population-based sample (N = 668), we examined the normative developmental course of mother-reported DP from ages 4 to 17 years and its associations with a wide range of adolescent-reported personality pathology dimensions 3 years later. The results showed that the DP follows a nonlinear developmental course with a peak in early adolescence. The initial level of the DP at age 4 and, to a lesser extent, the rate of change in the DP predicted a range of personality pathology dimensions in late adolescence. The findings suggest that the DP is a broad developmental precursor of personality pathology in late adolescence.",Personality pathology; Psychology; Child Behavior Checklist; Personality; Normative; Developmental psychology; Emotional dysregulation; Population; Early childhood; Clinical psychology; Cohort; Personality disorders,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A459,101007s0078701710013,Autonomic arousal in anxious and typically developing youth during a stressor involving error feedback,Michelle Rozenman; Alexandra Sturm; James T. McCracken; John Piacentini,Michelle Rozenman,2017.0,10.1007/s00787-017-1001-3,https://pubmed.ncbi.nlm.nih.gov/28527019,,,European Child &amp; Adolescent Psychiatry,26,12,1423-1432,Springer Science and Business Media LLC,en,https://doi.org/10.1007/s00787-017-1001-3,0.9,resolved,openalex,2026-08-16T22:34:21Z,X013,"Anxiety has been proposed to influence psychophysiological reactivity in children and adolescents. However, the extant empirical literature has not always found physiological reactivity to be associated with anxiety in youth. Further, most investigations have not examined psychophysiological reactivity in real time over the course of acute stress. To test the impact of anxiety disorder status on autonomic arousal in youth, we compared youth with primary anxiety disorders (N&nbsp;=&nbsp;24) to typically developing (TD) youth (N&nbsp;=&nbsp;22) on heart rate (HR), heart rate variability (HRV), and respiratory sinus arrhythmia (RSA) during an acute stressor in which youth received error-related feedback. We also conducted exploratory analyses on youth performance during the task. Youth ages 9–17 participated in the arithmetic portion of the Trier Social Stress Test for Children (Buske-Kirschbaum et al., Psychosom 59:419–426, 1997), during which time they received consecutive, standardized feedback that they made calculation errors. Results indicated that, compared to their TD counterparts, the anxious group demonstrated elevated HR and suppressed HRV during initial provision of error feedback and during the recovery period. No group differences were found for RSA. Additionally, overall TD youth made a greater proportion of errors than anxious youth. Clinically, these findings may provide preliminary support for anxious youth exhibiting physiological reactivity in response to receipt of error-related feedback, and may have implications for understanding biological processes during stress. This work underscores the need for further study of when and how anxiety may influence autonomic reactivity over the course of stress.",Arousal; Child and adolescent psychiatry; Stressor; Psychology; Anxiety; Developmental psychology; Clinical psychology; Psychiatry; Neuroscience,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'abstract': 'unpaywall'}","{'crossref': 7, 'unpaywall': 1}","X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR; abstract:UN | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.7, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A460,1031020034654316673722,On the Neuroscience of Self-Regulation in Children With Disruptive Behavior Problems,Steven Woltering; Qinxin Shi,Steven Woltering,2016.0,10.3102/0034654316673722,,,,Review of Educational Research,86,4,1085-1110,American Educational Research Association (AERA),en,https://doi.org/10.3102/0034654316673722,0.9,resolved,openalex,2026-08-16T22:34:23Z,X013,"Self-regulation is increasingly recognized as a key predictor of academic and social competence. A multidisciplinary understanding of this ability is timely and can strengthen theory and practice. The present review aims to inform educators on what cognitive neuroscience can teach us about self-regulation. To do so, we will focus on a decade-long research program examining children with disruptive behavior problems and their peers, and ask whether neural measures of self-regulation can (a) covary with individual differences in behavioral measures of self-regulation, (b) trace developmental patterns, and (c) predict or trace behavioral change with successful treatment of disruptive behavior problems. We show that several studies begin to converge on a set of neural measures derived from the prefrontal cortex that can be consistently linked to processes of self-regulation. Next, we will discuss what these measures mean from a cognitive neuroscience perspective and how this knowledge could influence and/or support psychological models relevant to education.",Psychology; Perspective (graphical); Cognition; Competence (human resources); Social neuroscience; Cognitive psychology; Multidisciplinary approach; Set (abstract data type); Cognitive neuroscience; Prefrontal cortex; TRACE (psycholinguistics); Developmental cognitive neuroscience,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,"H4-5,H4-6",,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.6, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A461,1010970000458320100400000004,Dysregulated Children Reconsidered,Robert R. Althoff,Robert R. Althoff,2010.0,10.1097/00004583-201004000-00004,,,,Journal of the American Academy of Child &amp; Adolescent Psychiatry,49,4,302-305,Elsevier BV,en,https://doi.org/10.1097/00004583-201004000-00004,0.9,resolved,openalex,2026-08-16T22:34:23Z,X013,,Psychology; Developmental psychology,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_FLAGGED,,,H4-5,H4-6,"{""H4-5"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}, ""H4-6"": {""status"": ""UNCERTAIN"", ""decision"": ""not_meet"", ""confidence"": 0.5, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_FLAGGED: uncertain H4-6
